id,x_min,y_min,x_max,y_max,width,height,area
16,0.0318512226012105,0.3147126013609517,0.03960883664214118,0.31705984987443425,0.007757614040930685,0.0023472485134825583,1.8209048025745972e-05
17,0.8634762113659065,0.31039052290375696,0.8781862653630511,0.3240151154040051,0.014710053997144645,0.013624592500248167,0.0002004184913677425
18,0.3932774563673798,0.9030857653253185,0.3992285555759429,0.9156185460617225,0.005951099208563071,0.01253278073640407,7.458382152150877e-05
19,0.5575569995250614,0.26197441186750925,0.5643460108817013,0.26489437821672585,0.006789011356639896,0.002919966349216596,1.9823684705837807e-05
20,0.8914584992479582,0.3959357494043169,0.8985471850798251,0.4046106401255053,0.007088685831866948,0.008674890721188377,6.14935749482821e-05
21,0.09046129167633339,0.046639727319332296,0.09539059972865932,0.05675612742663015,0.004929308052325929,0.010116400107297856,4.986685250945421e-05
22,0.4199559165089867,0.06218993436857267,0.4251768054232194,0.08324801854029672,0.005220888914232669,0.02105808417172405,0.00010994191820713252
23,0.9926918765050928,0.5239435374731441,0.9961347337743318,0.533716108702571,0.003442857269238986,0.009772571229426874,3.3645567896388085e-05
24,0.673971902940749,0.5327466622633883,0.6853234481679041,0.5406124006593838,0.011351545227155091,0.00786573839599547,8.928828514711292e-05
25,0.4334157298751112,0.4525134602072962,0.4365197516245884,0.45518082385840797,0.003104021749477215,0.0026673636511117538,8.279554786815837e-06
26,0.8723603313298808,0.24917103196547263,0.8763479973949226,0.303152086778015,0.003987666065041862,0.05398105481254234,0.00021525842043113976
27,0.8545974805251038,0.2956604279666456,0.8728866817705735,0.3049900043632453,0.018289201245469733,0.009329576396599704,0.00017063050025239632
28,0.6038217447311469,0.15155008904395006,0.612276126588129,0.15998495998986856,0.008454381856982107,0.008434870945918493,7.131161989115881e-05
29,0.5251652458993077,0.0005657256503694804,0.5349482012513361,0.011355233171977456,0.009782955352028444,0.010789507521607976,0.0001055532703542659
30,0.01922659315958269,0.9271146523261727,0.032070077007866,0.929250016542321,0.012843483848283311,0.002135364216148239,2.742551582030206e-05
31,0.05783092027294599,0.864128638945171,0.059457954374799074,0.87993821582389,0.001627034101853081,0.01580957687871898,2.5722720717543766e-05
32,0.08230583425768952,0.48343443143710824,0.12138911379131931,0.48869385949679084,0.03908327953362979,0.005259428059682603,0.0002055556970435913
33,0.12821481938040935,0.44017736245861444,0.12959065164497377,0.5140387494104035,0.0013758322645644194,0.07386138695178907,0.00010162087927374881
34,0.26371639732999713,0.8627940701833818,0.26877279458148795,0.8738424491969566,0.005056397251490818,0.011048379013574805,5.586499327766848e-05
35,0.7224788500516837,0.2000822099599901,0.73268833332191,0.20539589516599419,0.010209483270226305,0.005313685206004087,5.4249980213947745e-05
36,0.9908260095348138,0.6459664827524162,0.995170429894575,0.6519854194453172,0.004344420359761236,0.006018936692900989,2.614879111275302e-05
37,0.22329182702419795,0.3375975903688304,0.2295469523671478,0.33904092848574213,0.006255125342949863,0.0014433381169117188,9.028260833540024e-06
38,0.2286842430381396,0.21801664466803666,0.23490066187536912,0.2280101326435824,0.006216418837229509,0.00999348797554575,6.21237069008092e-05
39,0.9039267348003511,0.8501494535811964,0.9055760005381592,0.8611843023900636,0.0016492657378081033,0.011034848808867181,1.8199398062357202e-05
40,0.23761476619295596,0.6668767914530355,0.2392528358762328,0.6700173843268314,0.0016380696832768438,0.0031405928737959776,5.14450997408049e-06
41,0.5635896286651743,0.4657219673669237,0.5766419967740457,0.4804236489975776,0.013052368108871448,0.01470168163065394,0.00019189176046272867
42,0.8011206755640945,0.1878183303964879,0.8090170791670607,0.20142888200077289,0.007896403602966173,0.013610551604284982,0.00010747440872643296
43,0.4652728166521398,0.7215803779673744,0.46902390627209456,0.7318611621930888,0.0037510896199547394,0.010280784225714434,3.8564142994071837e-05
44,0.9778683190129068,0.09721308735751673,0.9842665256151495,0.10945460183390623,0.006398206602242662,0.012241514476389506,7.832373874428446e-05
45,0.2442347039405588,0.18872775116006774,0.262016796638605,0.19651475384509012,0.017782092698046204,0.007787002685022387,0.00013846920358500278
46,0.41981150763233505,0.2761795726382511,0.42471841043777997,0.2846721709620091,0.004906902805444924,0.008492598323757983,4.1672354540364904e-05
47,0.8558427349006165,0.5467975245168208,0.8622354621128153,0.5532078928084824,0.0063927272121988565,0.006410368291661528,4.097973581832135e-05
48,0.9642055271287711,0.9026525015985714,0.9691495401938003,0.9282519474386528,0.004944013065029229,0.025599445840081447,0.00012656399469087082
49,0.21252806987984113,0.39776828312717155,0.21823213876823622,0.40592708782352904,0.005704068888395086,0.008158804696357491,4.6538384034984485e-05
50,0.3779663997301114,0.983739979597128,0.38062283945206965,0.9853322358653044,0.002656439721958226,0.001592256268176384,4.229732798320716e-06
51,0.420008885228551,0.9515796302022138,0.4270976504653952,0.9575734721754032,0.007088765236844208,0.005993841973189418,4.2488938614682834e-05
52,0.15423249595214442,0.2894878637729427,0.15787810897373303,0.31382143741424107,0.0036456130215886118,0.024333573641298345,8.871079292850265e-05
53,0.5699940992963494,0.533905009450052,0.585854776300673,0.5491950597920866,0.015860677004323587,0.015290050342034567,0.00024251054985485764
54,0.4989007355091587,0.8460513554023172,0.5067552535616726,0.853871668623755,0.007854518052513915,0.007820313221437725,6.142479137409585e-05
55,0.9568155738781694,0.07987859292596516,0.9609406950509736,0.08278544669430363,0.004125121172804169,0.002906853768338463,1.199112402601858e-05
56,0.23362189728516694,0.11848347908195841,0.24034796666321873,0.13018732840232228,0.0067260693780517855,0.011703849320363863,7.872090251903157e-05
57,0.24495795831345132,0.5765105555912116,0.2500648271031784,0.6068015863093945,0.005106868789727076,0.030291030718182954,0.00015469231938335267
58,0.51652104986725,0.9299194200110585,0.5284986181354305,0.9350406414490758,0.011977568268180527,0.005121221438017298,6.133977939032184e-05
59,0.711962756836879,0.2380394599423814,0.7178676610090217,0.24074800925740997,0.005904904172142622,0.0027085493150285633,1.5993724150766204e-05
60,0.3126081526342122,0.7502015246782296,0.32389626474262967,0.7524133165010252,0.011288112108417458,0.002211791822795517,2.4966954056196795e-05
61,0.457668768493895,0.9945433574511855,0.45901455424153786,0.9984604950222397,0.0013457857476428803,0.003917137571054163,5.271627914681143e-06
62,0.2643110780980476,0.9285893622651914,0.2676645293103724,0.9335933470508113,0.003353451212324776,0.005003984785619919,1.6780618845791853e-05
63,0.8684886566239964,0.36503909967836085,0.8807506272214329,0.37718432312013783,0.0122619705974365,0.012145223441776987,0.00014892437274236593
64,0.6087287084560888,0.9698055825459102,0.6135499680066322,0.9874584364945894,0.004821259550543355,0.017652853948679215,8.510899069441665e-05
65,0.29599576224134594,0.6564073806371769,0.30729579584016387,0.666931126627124,0.011300033598817927,0.010523745989947098,0.00011891868327182763
66,0.13231280395931122,0.11389525258430992,0.14704431052989195,0.1271798016415303,0.014731506570580727,0.013284549057220388,0.00019570142172364415
67,0.6032742684422886,0.711402498638283,0.6058461630784597,0.7200557637469397,0.002571894636171135,0.008653265108656716,2.2255286118321038e-05
68,0.6326147084987819,0.26234024730352595,0.6351740797309159,0.2685665903370669,0.002559371232134011,0.006226343033540971,1.593552324144277e-05
69,0.09132179106769751,0.4183318389240187,0.10190351218657549,0.43071199373780406,0.01058172111887798,0.012380154813785349,0.0001310033456480113
70,0.6305948426873583,0.259312533574487,0.6408262000034326,0.2694010075959757,0.010231357316074274,0.010088474021488658,0.00010321878248778324
71,0.5465325298370584,0.4233498052871347,0.5558638221798647,0.4334906665131021,0.009331292342806385,0.010140861225967412,9.46273407073319e-05
72,0.8948817087803538,0.5373994221844044,0.9048900911505751,0.5524122755712294,0.01000838237022128,0.01501285338682501,0.00015025437716341625
73,0.5760501208319139,0.14641165245282264,0.5871391158106656,0.15777021897345161,0.01108899497875171,0.011358566520628971,0.00012595508711307193
74,0.7887873554598047,0.8457114658259793,0.7980007004235141,0.8631287670963823,0.009213344963709402,0.017417301270402974,0.00016047160494107662
75,0.20816312243374446,0.24513450442594154,0.21727130710363385,0.2627485764426492,0.009108184669889385,0.01761407201670767,0.00016043222071690443
76,0.404874210303972,0.595346115413446,0.408573184621332,0.6361338786680412,0.003698974317359993,0.04078776325459521,0.00015087288874130733
77,0.9282315485735445,0.8588774036521306,0.9300053960790766,0.8655027273029894,0.0017738475055321112,0.006625323650858772,1.1752313831418733e-05
78,0.024438884449059794,0.7287227801872455,0.03845778123416331,0.7393690872907519,0.014018896785103516,0.010646307103506447,0.00014924948042657125
79,0.8443608840538454,0.8067157302146675,0.8671637593899271,0.8116908640535271,0.022802875336081718,0.004975133838859613,0.00011344735670783743
80,0.8694574605682228,0.8563799702751324,0.8725638874477691,0.8589577695522648,0.00310642687954632,0.00257779927713242,8.007744964559223e-06
81,0.3034845359117759,0.7892040671068398,0.3090755663436648,0.7969257830812979,0.00559103043188891,0.007721715974458143,4.317234899959821e-05
82,0.32700907607028634,0.8609510826667365,0.3308257691803129,0.8648868121565433,0.003816693110026581,0.003935729489806805,1.5021471626674064e-05
83,0.2752598613218492,0.6304307092380437,0.2891071752521841,0.6476580575855911,0.013847313930334892,0.017227348347547466,0.00023855250075572581
84,0.9666375619082151,0.17817277766849043,0.9705153924364223,0.18038503804351605,0.0038778305282071157,0.0022122603750256153,8.578770818617255e-06
85,0.43375908553738385,0.7253849274650281,0.43561076555303524,0.7297225221566248,0.0018516800156513913,0.004337594691596669,8.031837406425112e-06
86,0.6027968570096474,0.5090289160841065,0.60842527414326,0.5137102528758398,0.005628417133612618,0.004681336791733326,2.6348516206802973e-05
87,0.7029328046296738,0.001687062872393653,0.7111898598168778,0.004179465476164587,0.008257055187203988,0.002492402603770934,2.0579905848067516e-05
88,0.5340479044862017,0.7034340310797982,0.5422270785451128,0.7256682555131149,0.00817917405891111,0.022234224433316685,0.0001818575917049914
89,0.06956467737116317,0.6606360566522336,0.0754116328043676,0.6660582546708839,0.0058469554332044316,0.005422198018650293,3.170335016505763e-05
90,0.30572415613260234,0.8471035757943026,0.33181871068796526,0.8481786787247163,0.026094554555362914,0.001075102930413685,2.805433207031044e-05
91,0.406140956667093,0.4005101794796287,0.41165513652819236,0.4052075098970192,0.005514179861099366,0.004697330417390511,2.5901924788504233e-05
92,0.12627609420239178,0.41914851573722683,0.13422426255976344,0.4222352783783359,0.007948168357371665,0.0030867626411090754,2.4534109150780143e-05
93,0.6132123854415735,0.287822574170543,0.6169532054446892,0.3314421317927954,0.003740820003115708,0.04361955762225239,0.00016317291368038
94,0.00040189414801621454,0.2853137245767467,0.010367781441978759,0.2908902871393217,0.009965887293962545,0.005576562562574994,5.557539398635334e-05
95,0.45583272484786036,0.4404882535130322,0.475522397814157,0.4442686645644288,0.019689672966296645,0.0037804110513965927,7.443505728017256e-05
96,0.47174363006731623,0.8962060034216638,0.4747922309879831,0.9017263410320631,0.0030486009206668885,0.005520337610399273,1.6829306321455276e-05
97,0.5142757118472995,0.6312205569635454,0.5165577828166423,0.6339385025449994,0.002282070969342853,0.0027179455814539955,6.202544707689844e-06
98,0.8124554030520509,0.7481944596460626,0.8197475467199895,0.752113416423184,0.007292143667938622,0.003918956777121396,2.8577595847210938e-05
99,0.024311304905293325,0.24402770895623915,0.028981970640835318,0.2473557054250647,0.004670665735541993,0.0033279964688255337,1.5543959074948165e-05
100,0.8417276542771243,0.07247961138353264,0.8511541401189052,0.07726646127594133,0.009426485841780963,0.004786849892408698,4.5123172737521317e-05
101,0.6900030532223025,0.4935567981556496,0.6991236944242895,0.49521620094811547,0.009120641201986968,0.0016594027924658472,1.5134817479656234e-05
102,0.6541064737509206,0.005508323184554665,0.6570811152122089,0.01209013571088029,0.002974641461288341,0.006581812526325626,1.9578532431235166e-05
103,0.4239582229354996,0.17539007452645863,0.42675248764763885,0.1782135241205651,0.0027942647121392272,0.002823449594106464,7.889465567315516e-06
104,0.24898394643020547,0.8447790147378264,0.24984403755948068,0.8489723192271821,0.0008600911292752089,0.004193304489355731,3.606623993644774e-06
105,0.7952705755786231,0.6638628234704269,0.8029395284433796,0.669427582351065,0.00766895286475644,0.005564758880638121,4.2675873559348556e-05
106,0.8870444677698364,0.5865068440347779,0.8919595795180361,0.6291827268407456,0.004915111748199696,0.04267588280596768,0.00020975673294440516
107,0.49976793915191575,0.8231278594767514,0.5096935382004188,0.8320871497031868,0.009925599048503098,0.008959290226435379,8.89263225467701e-05
108,0.4681684677718499,0.2573896300004481,0.4818746388788241,0.26434170260946066,0.013706171106974196,0.006952072609012538,9.528629672723437e-05
109,0.5161094314221817,0.6203520018168044,0.5260660461726134,0.6305577475156371,0.009956614750431747,0.010205745698832702,0.00010161467816415304
110,0.07738398841595086,0.2807212647072062,0.0786663986863997,0.2982445158843165,0.0012824102704488416,0.01752325117711029,2.2471997281180985e-05
111,0.13729072778655815,0.22965514373265453,0.1451197509266434,0.23660111673870923,0.00782902314008524,0.0069459730060547065,5.4380183394809726e-05
112,0.7025300124321041,0.0632619269356406,0.7080354256250689,0.07831627973022588,0.005505413192964825,0.01505435279458528,8.288043248685669e-05
113,0.20438683939733335,0.4188077243480444,0.21622022031055133,0.4219870984639664,0.011833380913217978,0.003179374115922007,3.762274497933076e-05
114,0.5789211996026266,0.682555598645475,0.5877525579353395,0.7011996810183456,0.00883135833271298,0.01864408237287063,0.00016465257221943822
115,0.005878619137167196,0.3477798353138313,0.00884066107179819,0.35909147080886566,0.0029620419346309945,0.011311635495034389,3.3505538685552286e-05
116,0.8289245268004308,0.9501779555695892,0.857659054491687,0.9535891989182494,0.028734527691256173,0.0034112433486602756,9.802046646369212e-05
117,0.5850865690027831,0.22013372548621493,0.6152000244134612,0.22196999661698244,0.030113455410678114,0.0018362711307675084,5.529646881828284e-05
118,0.4346868416541865,0.0288339308405258,0.43732346289613544,0.0354106850302119,0.0026366212419489665,0.006576754189686101,1.7340409799603235e-05
119,0.16350985582480537,0.4655676198881315,0.1728096097006856,0.4694669946335603,0.009299753875880223,0.0038993747454287853,3.6263225402310804e-05
120,0.6215368436234737,0.026743738991997508,0.6226941104694141,0.03500262725522327,0.001157266845940419,0.00825888826322576,9.557737571357619e-06
121,0.1335453908030959,0.45960279147429395,0.1494194111949958,0.4641417987077338,0.01587402039189989,0.004539007233439862,7.205229338260548e-05
122,0.3786438055002966,0.21103038251233738,0.3798573480972,0.2140063857880146,0.0012135425969034275,0.002976003275677208,3.611506743558426e-06
123,0.7452586971428429,0.8288325080356564,0.7542361415863597,0.8325489245110321,0.00897744444351678,0.0037164164753756834,3.336392243665564e-05
124,0.08183621307022557,0.01892187362069736,0.08269108929949566,0.042726578577232256,0.0008548762292700934,0.023804704956534896,2.0350076412129655e-05
125,0.6431802777705541,0.7790339850684659,0.6538914655697248,0.7818488487554596,0.010711187799170685,0.002814863686993685,3.0150533580455367e-05
126,0.1941815726099311,0.0202159329813867,0.22016016423204293,0.0282671694630134,0.02597859162211183,0.0080512364816267,0.00020915978460922852
127,0.12488098500126495,0.6687290643645625,0.13549720686357233,0.6698191690979798,0.010616221862307387,0.0010901047334173075,1.1572793703109586e-05
128,0.7569374559412464,0.16670200288661718,0.7699256775007259,0.1731812092247889,0.01298822155947954,0.006479206338171728,8.415336744975852e-05
129,0.7409747196852975,0.11372664313440788,0.7502683336318396,0.12076591696718057,0.009293613946542156,0.007039273832772697,6.542029346578559e-05
130,0.025642482785782714,0.3101724994757861,0.027042206911658304,0.31589361976062547,0.0013997241258755892,0.005721120284839343,8.00799008972585e-06
131,0.7062283566511558,0.07577774327172285,0.7185167030813242,0.07865596312539586,0.012288346430168406,0.0028782198536730086,3.536856266412255e-05
132,0.7697107389861436,0.8485093799076452,0.773296777189866,0.850607314007489,0.003586038203722386,0.0020979340998438234,7.5232718309318854e-06
133,0.11838568605611162,0.9809793941421937,0.14043663460352795,0.9838913968060977,0.022050948547416335,0.002912002663904012,6.421242091168668e-05
134,0.3684614954433457,0.5024809563087066,0.37415374194754547,0.5093586303090818,0.005692246504199749,0.0068776740003752,3.914941578566124e-05
135,0.8417709834375295,0.819715579193166,0.8509575035235768,0.8228959763293535,0.009186520086047256,0.0031803971361875627,2.9216782173194214e-05
136,0.42564617757501333,0.7310025417493947,0.4482437847500545,0.7348084563535392,0.022597607175041168,0.003805914604144478,8.600456316620922e-05
137,0.2553080632397122,0.8047180629908947,0.31001112180742635,0.8090253621503778,0.054703058567714125,0.004307299159483136,0.00023562243818987179
138,0.7214040720036599,0.2675791621175376,0.7345665853488328,0.2706208517731162,0.013162513345172933,0.0030416896555786055,4.0036280683427856e-05
139,0.8197051002764045,0.08579054285771961,0.8329776498303184,0.09585661747011444,0.013272549553913882,0.010066074612394824,0.00013360247410640477
140,0.6073116545191781,0.3756387412930313,0.612259864960171,0.3844795259767561,0.004948210440992917,0.00884078468372479,4.374606307857727e-05
141,0.17910484085407227,0.2102407078264781,0.19414563744493044,0.21909957865666502,0.015040796590858163,0.00885887083018691,0.0001332444741815281
142,0.6937280968999594,0.2724074666901815,0.7043610492875609,0.2863833923105131,0.010632952387601535,0.013975925620331564,0.00014860535169364597
143,0.08357325216275059,0.7138171312447624,0.10739802996065931,0.7225072479387258,0.023824777797908717,0.008690116693963357,0.00020704009927157408
144,0.6403936378297601,0.4860958213691318,0.6489231891189736,0.49572358889210977,0.00852955128921351,0.009627767522977948,8.212053688786452e-05
145,0.6890563032216623,0.30484580316791227,0.693003835425226,0.3092879983839838,0.003947532203563697,0.004442195216071532,1.753570866995897e-05
146,0.4686563755626859,0.527593754109789,0.4783848724606772,0.5338624291083832,0.009728496897991268,0.006268674998594181,6.098478527833891e-05
147,0.6856205735513247,0.2706057840011865,0.7101410935050553,0.27175242165057906,0.024520519953730613,0.0011466376493925456,2.8116151361628682e-05
148,0.12029680536663005,0.1912726717316639,0.1232728673002267,0.19808330875894403,0.0029760619335966465,0.006810637027280131,2.0268877600432222e-05
149,0.18405869735925673,0.21269312252004685,0.18995200552543906,0.22975310127191112,0.005893308166182332,0.01705997875186427,0.00010053971209325876
150,0.7215469146559724,0.9658129081993639,0.7257397787540371,0.9768655777284314,0.00419286409806463,0.011052669529067471,4.6342341256199905e-05
151,0.1932840567004437,0.22709026811482036,0.1975779562989575,0.22881740854015778,0.004293899598513784,0.00172714042533742,7.416167578933274e-06
152,0.014092298971213838,0.5322691440313616,0.01805517919868071,0.5357625397542676,0.00396288022746687,0.0034933957229059676,1.3843908837021392e-05
153,0.6909421648298633,0.12551212502018932,0.7002267455503286,0.1315888673339417,0.00928458072046534,0.006076742313752381,5.6420004529501305e-05
154,0.5696317119815063,0.4606248376958462,0.5773529868725127,0.4793128741847982,0.00772127489100638,0.018688036488951953,0.00014429546690435574
155,0.182442177117131,0.051176353145792275,0.19286447598374162,0.05507625272617283,0.010422298866610613,0.0038998995803805545,4.064591897649546e-05
156,0.39846227352674235,0.0724841313842841,0.4040652858206488,0.09405529845243624,0.005603012293906473,0.02157116706815214,0.00012086351427676688
157,0.05305644403198836,0.1481917982229994,0.06336496489040129,0.15493310207321928,0.010308520858412933,0.006741303850219871,6.949287135289096e-05
158,0.11497276986267846,0.7551466396542577,0.14434167208595788,0.767308174596806,0.029368902223279425,0.012161534942548347,0.0003571709306126985
159,0.783194548417792,0.22414394422960182,0.792737854063362,0.2309816969500331,0.009543305645569933,0.006837752720431273,6.525476413990293e-05
160,0.8491314873604373,0.986872800898974,0.8619606039772079,0.9900630633623377,0.012829116616770553,0.0031902624633637355,4.092824918059906e-05
161,0.6176375713624491,0.6067820242444548,0.6230958653773523,0.6114551599786381,0.0054582940149031645,0.004673135734183265,2.550734880872262e-05
162,0.2101059445076634,0.6579561733755134,0.21446206319955352,0.661699145059054,0.004356118691890121,0.0037429716835406524,1.630482891388687e-05
163,0.0026704664569186425,0.44925102217086205,0.004634850194388857,0.4520316484653858,0.0019643837374702143,0.002780626294523747,5.462217072944511e-06
164,0.2894936161777567,0.22906816787183393,0.29555581889460397,0.23947125175131134,0.006062202716847265,0.010403083879477415,6.306560335775797e-05
165,0.6818408952663494,0.919058188334209,0.6899062814030117,0.9243107028239104,0.0080653861366623,0.005252514489701321,4.236355754785489e-05
166,0.5900700435958955,0.6599011449492469,0.646045590132865,0.6618399392331851,0.055975546536969456,0.0019387942839381722,0.00010852506966619153
167,0.6449417440235563,0.8963839681041409,0.6490999203560054,0.9096240887255299,0.004158176332449082,0.013240120621389018,5.505475620663084e-05
168,0.07042459112750209,0.16444764517728858,0.08422165007193579,0.17333819029387132,0.013797058944433699,0.008890545116582743,0.00012266337502163927
169,0.28558017072123587,0.12365551525222662,0.2960801929220655,0.12926968802952257,0.010500022200829628,0.0056141727772959504,5.8948938800900814e-05
170,0.49082319855790807,0.4886693944726956,0.5101029487641696,0.4990498612564507,0.019279750206261548,0.010380466783755093,0.00020013280661519342
171,0.03948701954963435,0.4317581914580128,0.04886377019901968,0.4323842441373765,0.009376750649385326,0.00062605267936372,5.8703398677731855e-06
172,0.9589596549423355,0.834132147937612,0.9620279709683933,0.8363170240046637,0.003068316026057838,0.0021848760670516443,6.70389025148478e-06
173,0.9457076749091928,0.9883575774876809,0.9510491517644087,0.9995772142047527,0.00534147685521591,0.011219636717071713,5.9929429848169166e-05
174,0.46484309519636835,0.6461555153324637,0.47686800094714826,0.6543733144406186,0.012024905750779913,0.0082177991081549,9.881825975440589e-05
175,0.17798489337763262,0.5800716221710912,0.19729323163978288,0.5890546001029996,0.019308338262150254,0.008982977931908387,0.00017344637651071806
176,0.3465764001557929,0.3327474231130959,0.3505557424235813,0.3344304606922808,0.003979342267788399,0.001683037579184865,6.697382577126599e-06
177,0.8452161845588948,0.3280491107398477,0.8598091971442474,0.3333691027013608,0.014593012585352616,0.00531999196151306,7.763470964833483e-05
178,0.8001583203289505,0.5433113913391403,0.8166384999782157,0.555645984066998,0.01648017964926518,0.012334592727857752,0.0002032763040556156
179,0.3113591224196643,0.3219065793762118,0.3214000205980585,0.32613583320941825,0.010040898178394209,0.004229253833206437,4.246550710980924e-05
180,0.9843115663864593,0.6490255342377302,0.9881649965579754,0.6621551865976268,0.00385343017151607,0.013129652359896604,5.0594198545142746e-05
181,0.4098838667453906,0.18632073897732904,0.4180235493270078,0.19304739065726462,0.00813968258161718,0.00672665167993558,5.4752809511777584e-05
182,0.7473228471730152,0.20271882949136663,0.7639910664296097,0.2068425086198077,0.016668219256594452,0.004123679128441082,6.873438785669828e-05
183,0.9250353448599758,0.4295212282431205,0.9278783904853223,0.44913901203587947,0.00284304562534643,0.01961778379275897,5.577425439099548e-05
184,0.5983587098527517,0.23578808522406294,0.6156250038808462,0.2504534187777565,0.01726629402809443,0.014665333553693566,0.0002532159611581521
185,0.5483792901179695,0.5507587061063248,0.5528446908129652,0.5534616470548431,0.00446540069499568,0.0027029409485183065,1.2069714390045928e-05
186,0.8307494922959708,0.4957726268775361,0.8324243020124505,0.5009953511187454,0.0016748097164797082,0.005222724241209287,8.747069305671424e-06
187,0.5023731627398076,0.2715352035645103,0.5151442567226755,0.2784463999167047,0.01277109398286791,0.006911196352194449,8.826353814792916e-05
188,0.5505993561244769,0.37737460130841344,0.5518069797957604,0.39356761076190044,0.0012076236712835753,0.016193009453487006,1.955506152534962e-05
189,0.8586046412952777,0.26973138823486975,0.8648802478964728,0.2933189931158787,0.006275606601195083,0.023587604881008972,0.00014802652889764125
190,0.4091061874265058,0.9269918725107947,0.4231713583841753,0.9347591014627465,0.014065170957669515,0.00776722895195181,0.00010924740307656242
191,0.29704914533316773,0.5842311458954909,0.30209578715831126,0.5888424980293044,0.0050466418251435274,0.004611352133813584,2.327184254896849e-05
192,0.5377554771007421,0.3425871421349186,0.5392874681106097,0.34993754369108027,0.0015319910098675615,0.007350401556161679,1.1260749102956226e-05
193,0.5393400245484943,0.4519448445383687,0.5468663626901694,0.45941121660515233,0.007526338141675137,0.007466372066783633,5.619444086617148e-05
194,0.5657633970374478,0.23171006053725832,0.5763165097199457,0.2396410680767822,0.010553112682497923,0.007931007539523888,8.369681625033618e-05
195,0.04331956913768919,0.7343323322808901,0.050828165692131895,0.7482610922236735,0.007508596554442706,0.01392875994278342,0.00010458543891404317
196,0.6586325308756996,0.8170682947616925,0.6662510086686168,0.8215511067301217,0.007618477792917133,0.004482811968429146,3.415220343130059e-05
197,0.5883001699615406,0.8563672991442085,0.5914860759229194,0.8716978837296759,0.0031859059613787988,0.015330584585467433,4.884180082226262e-05
198,0.4346145891606559,0.5200469214593989,0.44754109458738056,0.531272614297111,0.012926505426724688,0.011225692837712131,0.00014510897938543033
199,0.6211453254860212,0.15425024251316122,0.6725151486378501,0.1549691812418835,0.05136982315182892,0.0007189387287222793,3.693175535146419e-05
200,0.9640268509453561,0.3357485339052489,0.9693681223413311,0.3440563372308816,0.005341271395974956,0.00830780332563269,4.43742322665875e-05
201,0.8394728441972615,0.8517363558633237,0.8545706598452495,0.8605871122268139,0.015097815647987956,0.008850756363490198,0.0001336270879212313
202,0.3110845415120666,0.7173517270265873,0.32869520310431843,0.7192519149842843,0.01761066159225183,0.001900187957696975,3.346356708467356e-05
203,0.6298371135551928,0.9187509118175136,0.6319346817891204,0.9211161177445149,0.0020975682339275936,0.0023652059270012904,4.961180819175173e-06
204,0.09781339696094217,0.6298010501889564,0.10421028260844309,0.6360287300524562,0.006396885647500919,0.006227679863499813,3.9837755936052434e-05
205,0.8980134710054435,0.045354417898152956,0.9040024536685377,0.05919519571536805,0.005988982663094222,0.013840777817215093,8.289217839104028e-05
206,0.2885855847686834,0.37228120535330633,0.3048865952692114,0.3791104577800958,0.016301010500528013,0.006829252426789445,0.00011132371551985115
